sqft,bedrooms,bathrooms,age,lot_size,garage,price,property_type,location_score
1518.6347102164825,5,1.8794591245543395,10.786553517336104,8325.077611924373,1,243701.3950561087,House,0.8
3481.82254760715,2,1.749961822356879,13.931401860053825,5454.304635483692,3,680067.7992368882,House,1.2
1989.2022202096528,3,2.7615774840654073,29.367167289118335,1989.7748788928282,2,263580.3882779684,Condo,0.8
1153.8312568352799,2,1.0103903876489972,20.234875631312676,3858.5382729942926,0,173546.97977946047,House,1.0
2658.0359296825513,4,1.6839769280537968,36.83000889011082,2168.9647545956327,2,467552.7530241784,Townhouse,1.2
1023.3250800231822,4,1.6508603534870079,13.327513479081558,3689.3602341443266,2,336658.6073705086,House,1.5
2167.090876003804,2,2.278601741814905,71.63833944091505,3836.044122384881,1,629538.2785024311,House,2.0
500.0,5,1.6958623118393115,31.872507994131908,4737.380195153973,1,139080.6219554309,Townhouse,1.2
937.4511608812556,2,4.101118685639269,10.262077283494921,1362.6248446235224,1,227764.7345480289,Condo,1.2
2157.4889886952988,4,4.297016516497954,9.60178470255357,1583.2041341905715,2,540286.9664704442,House,1.2
2590.7732639963283,3,1.0,53.04035282849399,2870.4231044679946,2,309213.1360143623,House,0.8
2137.0946249519766,3,3.044322704765736,23.06658468753749,1778.9673458685527,0,532781.8609414113,Condo,1.5
1907.4813740894076,2,3.3586634390775747,19.427277667305724,1711.5231174504606,2,301544.96619460406,House,0.8
1759.117043528569,2,3.042985202391105,28.362359045763085,3414.986058654914,2,262747.14184615115,Condo,0.8
817.182407706058,4,1.8418865069083055,16.45754827730894,1885.5639215668302,0,184891.59429335906,House,1.2
1424.1246332842331,3,2.2559044378414583,3.4672388397257716,9217.217166143939,2,317314.13768164284,House,1.0
1631.48898323217,2,1.7517253452223045,7.690188272239073,2283.391247997624,2,280760.15262948204,House,1.0
2845.6977809751324,2,2.079735968841171,16.326413238885603,2604.208210017834,2,413797.4531947015,House,1.0
2274.894631654769,1,1.2900349713328239,0.3666976461349649,3459.122662885602,3,433069.4613587519,House,1.0
589.5678757098128,4,2.3852111783654495,11.501975334415215,1402.5149676023282,1,200423.71974033638,House,1.5
2259.2671755158362,4,1.0,28.195590160435884,3843.93652067928,0,417237.979669327,Condo,1.2
1691.9341756669469,1,2.2998654457718626,3.588132295758588,3535.9377710472536,2,227518.37438888304,House,0.8
1458.462399755233,3,1.2514183109002355,1.3347429970401108,2503.255196059587,2,262360.55109534954,Townhouse,0.8
2489.3410310726945,1,2.706816361791404,36.16133108620448,3418.5222765374,3,424242.2428923355,House,1.2
2824.799617996761,5,1.8205804390571094,19.208712136835512,3692.803691096727,1,542936.2913248469,Condo,1.2
2745.024095292959,5,2.7905803478745375,3.885752651074665,6109.470310306678,1,576462.207976381,House,1.2
1328.6259814218893,4,3.581580728364782,32.829408435423716,10405.926035869557,2,419923.6005836476,House,1.5
1752.6300993190284,5,4.089446936104708,21.46646370391773,1753.2903581153598,2,268242.944261002,House,0.8
2265.0107451228514,4,1.0,8.132894160706725,1558.2618728822042,2,439832.9866807786,House,1.2
2780.4361016978874,4,1.6658059061262174,9.43838996981021,3138.1062932691057,2,608398.7094040278,House,1.2
1616.6606097237682,3,2.196913922887986,3.3894057018476293,1054.2034738468953,1,500469.70245787717,Condo,1.5
1851.4728186689463,3,2.960327818381483,36.06720123839043,4124.53108487319,2,210148.58544894258,House,0.8
1114.9320207951773,2,1.0,14.226493968306212,3154.358358955321,1,179214.65783536562,House,1.0
1043.0347007354635,3,1.5179075931997845,16.28457144530506,3581.880782313903,3,214945.62343439963,Townhouse,1.0
2650.0206579153582,4,2.63035720265711,42.99589221880095,2561.1560880783654,1,447833.04366700514,House,1.2
3084.9920228566584,2,2.584888241526667,0.31914517985930896,3386.3498605792706,2,511828.85881197767,House,1.0
1942.3919027357329,2,2.877618406420093,1.3853523814599489,3774.8645823779284,0,575727.2472343838,House,1.5
2802.8263183136196,3,2.943675726888116,3.5246979276599095,3294.506630120125,3,1045349.2591012076,House,2.0
2289.308820038107,2,2.8385944331158623,0.6099638161929402,1521.4980569418262,2,335441.7417200854,House,0.8
1483.9041963159007,3,2.6936553166314927,21.468024890184857,3248.676344021869,3,353584.2857905269,House,1.2
2289.116484406731,5,2.555739773326368,20.09585355810976,7532.500542494144,0,337651.93074970477,House,0.8
3230.429253172775,4,3.164763089724363,4.734758320983717,3362.520192982207,1,807139.5292981925,House,1.5
1971.3391687120388,4,1.0,3.2364174612513934,3192.3985391013616,1,308638.4146609934,House,0.8
3251.714924651205,3,4.044333486971235,3.1490990241697823,6502.999616818931,2,1085695.6873246767,Townhouse,2.0
500.0,3,1.0,61.25514735569263,2053.276771469034,1,59868.573019292366,House,1.0
2657.522003500179,2,1.420838183095508,23.65104597999329,4651.006003604383,2,355163.3114021944,House,1.0
2069.637654590537,5,2.2732392033498554,17.61021229197739,2286.82877746458,1,423467.1556729514,House,1.2
1760.794119627306,2,3.1726128910898423,7.786526980131314,5132.210138851032,2,324509.51611799764,Condo,1.0
2073.408621228402,1,1.0,11.349443298894691,4442.728871078448,1,332423.1281587539,House,1.0
500.0,4,2.4718756760581657,1.8731602940033634,2425.6639709214965,2,193683.70247235612,House,1.2
1824.2624897299904,2,3.2923950394157346,100.0,2609.77538397458,2,269879.2633021275,House,1.2
2285.6900572093973,3,3.494518116028477,28.136919203953887,4860.544612051188,0,550787.2130218664,House,1.5
3182.315235793213,1,1.8026703415025414,19.42830907462345,1178.8262857941022,3,472656.1278178603,House,1.0
1585.383825381082,2,2.1991647130449676,17.7233405818494,2389.9684525119683,2,334840.2515572039,House,1.2
1353.2051176854497,2,1.8838518711073722,14.036267355711882,4065.161464317011,2,419383.0490646052,House,1.5
1598.5943651323707,1,2.1073253464739157,5.9526934515222845,2555.3554550267118,2,318126.35210707714,Condo,1.5
2732.3216941616593,4,1.468173449271565,5.133758597565702,3188.9012161748815,0,352213.09890861344,House,0.8
2263.000887727748,4,1.610747837529082,15.94938503128322,1074.299958636551,2,374898.39757714677,Condo,1.0
1576.191836986369,3,2.9343769220283678,1.4557329156640213,1944.5015528188676,2,190312.34724069186,House,0.8
2410.613946490685,5,2.6316153732727416,1.5477919146110097,4186.943769205245,1,526748.0198414057,House,1.2
2077.6620394784322,2,2.9915865075904735,16.456627237075896,2047.7487776412208,2,511111.6955571557,Townhouse,1.5
2774.9159924263113,3,2.7140143897008366,50.467640049104446,1554.283807542595,1,610369.0892556245,House,1.5
1438.357524898118,2,3.2043386011475956,49.13148098161859,5068.520637224584,1,303456.3775665398,House,1.5
1737.8702827217853,4,3.378213998154995,0.21774706778194958,3857.7601693646675,2,342187.6512602325,Townhouse,1.0
1686.313477494274,3,1.0,2.2722049293354067,1729.7519982300348,2,213513.56862979304,Condo,0.8
829.1880414943053,4,1.6456903495856374,17.497107810208107,3194.7110425846167,0,121936.98384451486,Townhouse,0.8
2236.8962216516607,4,2.2686240425099613,37.74018829534366,1758.1653026526674,2,434509.19599548104,Townhouse,1.2
2208.8442177439115,3,2.477322474512659,61.77849208070913,2762.166105026269,1,290874.1420067454,House,0.8
2004.0907653139686,4,1.8299094261819664,39.405605710503295,3255.1514916159917,2,276796.2393105134,House,0.8
1812.3302932998824,5,3.412023670988306,22.640060228286316,1989.7251655158539,2,361386.2326300898,House,1.0
867.7034063596686,2,4.479948368290598,4.476002275814676,4320.673045889727,2,191539.13213135817,House,0.8
1663.4837417877127,3,2.686161955581734,1.5078692465464603,4668.886340134067,1,327666.1002337992,House,1.0
1725.8283867785844,4,2.5843410321982114,0.9736348373453838,3400.8570842855975,2,600537.9608871748,House,2.0
1358.178184622705,4,3.349456255104331,18.93895714924922,3666.493650494064,2,203026.51832325527,House,0.8
1870.9714306671926,2,1.0,0.7371930166372126,1441.7105662548051,2,439945.4025499811,House,1.5
2323.2406854516307,3,2.5284689404384104,26.88309335947273,5890.484983577132,2,776538.796422969,House,2.0
3508.948720968424,3,3.4790358254675167,24.92861281594438,2847.9009865580215,2,551289.043733363,House,1.0
2139.6622502654714,3,1.8568460027988882,1.6591736367647705,1867.5296942896982,1,506596.4438915338,Condo,1.5
2206.0403125782113,2,1.2734394200980346,47.422068335530284,3206.4442960084534,2,360585.02423887776,Condo,1.0
1940.4432673870663,5,2.3141943899002215,14.759932513705467,4327.45546655014,1,788325.9861287614,House,2.0
500.0,4,2.4393145667980796,46.95971928713999,3851.33370249861,0,145449.85509452558,House,1.5
1978.7888996406266,3,1.5913477180845415,46.37633354364392,1733.078901629778,2,413872.9604702733,House,1.5
2048.184167952821,4,4.596161276050951,4.3888597343226285,4353.863734838728,1,318477.59700392815,House,0.8
3970.593689988229,5,2.0213036189920546,9.579357863355447,2891.904206463049,1,933605.1308491202,House,1.5
1846.111228175102,2,1.3463406485734313,2.8918776187999957,3829.9310951563584,2,545874.3033139254,House,1.5
2241.23787386689,2,2.4063786809293886,29.831142976515707,1996.6463951479411,2,474903.7575000744,House,1.5
1972.2305842358053,3,3.4078606377044913,14.028624596363281,5028.896195075272,2,306194.46935138205,House,0.8
1065.0575699043743,4,2.517414248998231,52.847377244431996,3266.1191772144853,2,156214.16192420313,House,0.8
2914.2582516120165,1,2.9855939200440025,4.669313200990224,5401.390271327729,0,519931.5323575826,House,1.0
2601.5464261494194,6,1.6284894056668429,23.31862376679602,1383.7686275439341,2,553914.2906698162,House,1.2
2632.8255576344372,3,3.9876884464035136,90.63249902071286,1479.2499388118454,2,293308.35747409164,House,0.8
1272.490036164209,3,3.0617110279184434,21.895269805340032,2643.835748481334,1,579401.8441480323,House,2.0
3122.235448748879,2,3.54770156887761,1.425064186051941,6209.356274082044,3,594133.9211869723,Condo,1.2
878.5191497661754,2,2.8651606324751695,17.755248708193456,7953.80292673408,0,185264.11762681388,Townhouse,1.0
2469.4856750402164,4,3.3248840377287845,3.965183768553655,1911.773932465329,1,531233.7183255475,House,1.2
3752.364500647983,6,1.6269474403227726,0.6195533819822939,3061.0813528504996,0,796038.1727370842,Townhouse,1.2
1207.5709398954493,3,2.0085895833104375,8.158182765521097,3221.415014928042,3,248606.48398896787,House,1.0
1546.9618163177824,6,3.84648059555603,6.187761258970506,4268.760600172852,0,289967.0066579521,House,1.0
2079.721092070113,4,4.059741947283964,31.096238938880507,4640.054232571709,2,322604.2026352109,Condo,1.0
1597.2194767070407,3,1.3529344002809232,9.35789440566509,1707.526145609591,2,297758.4116074735,House,1.2
759.4692551470939,4,2.7497360678638123,26.407045038351086,3078.8045887963353,1,184203.12812920325,House,1.2
2054.850379844822,3,2.0690561995147725,0.3274457885361817,1091.9725712812083,1,370612.9993642528,House,1.0
1150.1570290191162,3,1.8029685306351384,0.2984585703486115,4471.126375880715,1,214741.2181638221,Condo,1.0
2378.873944508145,1,2.78483969535545,0.5950336423131051,2516.665439195567,2,345583.03109211853,Townhouse,1.0
1264.4606126129574,4,3.640962932365408,4.952783736795367,1631.5878493659643,2,349970.8532801539,House,1.2
3239.947524014032,1,2.951662473284194,9.367707906769647,3520.2011258253956,2,535378.8708924239,House,1.2
1373.3973661310104,4,2.180487550080965,18.7220031428284,2477.648932682475,1,320286.8072880376,House,1.2
1742.3507870354595,4,3.01486117993516,85.25131554532024,5601.168498416018,2,241779.23827818903,Condo,1.0
2650.8137738957357,2,2.1400238264190987,8.75179961863264,1907.805546966678,3,498964.46391996456,Condo,1.0
1015.3085468528358,3,2.912114300730602,1.1453570102396224,9058.670098617073,2,220341.44039723882,Condo,1.0
2181.9679476833035,3,3.8964657004557335,4.3357797295683795,4570.042444499054,2,398727.14184245665,Condo,1.2
3045.7142034259423,3,1.0,45.626618201129354,5675.1212433712235,3,473698.92791637423,House,1.0
714.0134123510179,2,3.2972522985400334,24.038111526810496,1782.1609061736215,3,108454.60887503426,House,0.8
2147.7070868258434,3,1.0,31.232090215229896,7289.787598477165,2,305733.74661054043,Townhouse,0.8
2207.9062353987388,2,3.7283277105444617,2.6516244418262698,1625.7528459536343,1,319488.398502529,House,0.8
2625.4582974218483,1,1.8629743901271394,2.9002146041349715,2684.0822757425417,3,613125.7179616982,House,1.5
1010.4394312975344,1,1.282328622393516,2.3812121978985603,5723.457236141504,2,171749.77062863682,House,1.0
943.6347095325789,2,3.1952692270887475,38.92188632359424,3840.6025074372487,0,166511.077409433,House,1.2
2417.553252493518,4,2.864170063142411,4.713626654158988,1604.261879068278,3,619976.1954348977,House,1.5
2237.5877385865488,6,1.5008130970383418,20.608892893018464,5259.046580915184,1,365961.09028262185,Condo,0.8
2200.3942802767015,3,1.2470002428316063,14.520283262768178,3533.2634974754037,1,362297.35102667805,House,1.0
2277.1585675975807,3,2.312518512508718,15.722358102946913,2420.9126640837926,1,504693.1912040164,House,1.2
1455.9802227372074,2,1.2959130498288034,4.349079314713241,1378.836590159523,1,322243.8879929973,House,1.5
2185.802957728803,3,1.4385270270763724,20.170647628701186,3704.765581715294,2,592382.1144497701,Condo,2.0
2234.457978638945,2,2.6156207904214335,0.881138894561878,2747.058820551639,2,424521.9149337309,House,1.2
1428.5188655789057,4,1.5341283657449032,100.0,3223.279744554711,2,234026.3147868584,Condo,1.2
3492.619608915805,5,2.926539290026543,0.5424688764634912,1349.3783986017302,2,887783.8434022286,House,1.5
2379.06633672943,2,3.9901435958834766,1.0291617533224915,2417.9406137959363,2,690276.8429775031,House,1.5
1046.9572022378811,4,2.3514445850994177,7.850407671618327,3790.117539933938,0,364246.21695253806,House,1.5
2525.2428869070636,1,2.6301510619855843,35.63127514426475,7617.719347489906,3,292574.8343831721,House,0.8
1220.254663818143,3,4.518096732835486,5.946278517672285,2690.1687112733625,2,336233.06663107185,House,1.2
2629.6676829939615,2,1.3123988826226531,12.770718458178473,6134.289438758913,2,593700.1205238947,House,1.2
2926.8764632059233,3,3.6912351951807416,0.36281773104296194,4419.02432796196,2,456378.6240290849,House,0.8
1343.4541453186316,2,3.5708575979124824,1.64328432011433,3350.5925277255155,3,272500.40450502693,House,1.2
2770.7009033954573,3,3.3543173391737833,18.728136641532718,1796.919534627518,0,297982.64384782437,House,0.8
2330.224741549199,3,3.791747850732631,4.322327731691985,1834.9283772114447,0,469028.1058699327,House,1.2
2657.648127995592,3,2.780574965958619,23.700048570951235,4059.3187191624693,2,640527.2149092422,House,1.5
3517.434386123158,4,1.9170705044007326,30.7787665338307,2291.0195434448788,2,614524.7639007373,House,1.0
1803.6895071977035,5,3.5945732912205672,37.987009340893415,2191.449860714922,1,347607.66457559157,House,1.2
1397.0110685140085,3,3.632842211712895,2.8727737188688725,2723.559192263854,2,351454.7406297783,House,1.2
1288.3884562995813,2,3.605313901493288,12.15806074867605,2746.5053063742134,2,262620.08964523516,House,1.2
1347.3517720276495,2,2.5445020823192364,58.780026762851364,4676.868252500617,2,252046.06419940668,House,1.2
1938.3186324687167,5,1.7838054863866735,29.575522628064256,2315.1995253670902,2,324528.53815480904,House,1.0
2272.921579853315,3,2.691362254111611,2.4877042342658937,4449.824864137281,3,643078.306364915,Condo,1.5
2221.3526394640153,3,3.4422300175678355,13.963204297657919,3713.9547827506985,3,307745.04049956537,House,0.8
2661.746599228819,2,3.5243517898599652,51.1187529812139,1290.7800523131539,3,387060.5322852265,Townhouse,1.2
2010.4015135023255,3,2.070323872925405,11.597755864622183,3453.8810904463658,2,297137.2031177514,Condo,0.8
3162.8272617258535,2,2.81537289612739,36.33140766375432,1000.0,1,653602.2468335524,Townhouse,1.2
1788.274533409635,5,1.191221695514044,13.697379639357546,1905.2878322156862,2,600956.6802790833,House,2.0
4176.135333271695,5,3.484950103005851,2.259156651932303,3757.6101025779717,2,622244.9318661983,Condo,0.8
2500.533878212005,1,1.7166912432749366,3.199969841396977,2965.136803626043,1,381608.17838338745,Townhouse,1.0
1314.273954866974,3,3.2852553595715475,0.9560038959887794,1231.580948488632,2,343750.80398331163,House,1.5
1143.28600155111,2,1.3506954226098382,4.346081201968858,1703.4640214586361,2,198438.72736486435,Condo,1.0
2385.9779321945484,3,3.531415906434008,44.81364456870183,1000.0,3,457435.5320275246,Townhouse,1.2
1821.2297717393194,5,2.8218351900227705,21.007762604037016,1523.428051443835,1,231083.9273486287,House,0.8
2571.2003952736736,3,1.7186423043830539,26.85373759246882,3981.9689008413407,2,477296.7533333398,House,1.0
2378.5900996588357,3,3.191356381080525,19.43931742936502,2255.8531799988546,2,414032.3360307743,House,1.2
1941.7368698745017,2,1.9096383081946693,9.772781254949447,3245.3314668259227,1,465724.3978632689,House,1.5
1322.565025545276,4,3.2495550374451283,4.888904919310361,3001.364179428762,1,294658.18230905576,House,1.2
788.1222202513084,4,2.2258885246192786,51.96990755990707,3029.920120394476,0,221595.600487586,House,1.5
1642.788038346383,3,1.0,14.465109675180303,4971.944109693826,1,290342.8515999164,House,1.2
2685.119035458778,2,1.5175837595190629,13.120877273558452,2693.359771404774,0,693635.7581284383,House,1.5
2171.274995304163,3,2.0695852913127157,100.0,4700.077075141444,3,604993.088723466,House,2.0
1003.4089770304096,6,3.868189023748578,9.687893333867393,1000.0,1,167181.5708937339,Condo,0.8
2138.544740680946,3,3.4011436305292246,38.50014694044119,5196.356461108039,2,347230.9428350297,House,1.0
2308.2539037830693,3,4.123861412322142,39.659957954045936,1563.9359286739525,3,304495.018798906,House,0.8
1292.9140510390935,3,4.153635216029858,5.296771931381711,1743.2912673295268,2,280878.0508409189,House,1.0
2122.9800847564225,4,1.965249195409085,1.9928643088834561,2095.80132918514,0,352093.4142524393,Condo,1.0
2046.5669747568,3,2.3115131402411704,74.27993802568349,5125.214262325428,2,384578.80226261227,House,1.2
1085.6237617355014,2,2.0887200756694617,11.09892439193233,1910.9390996695333,1,198238.48611620098,Townhouse,1.0
2286.2298882786267,3,1.8284893946989236,0.044455811595996604,2147.4913166515835,1,414717.6159819212,House,1.0
2448.6276210945875,4,1.0,13.823695499916573,1843.0113958889926,2,302857.5802436636,House,0.8
2866.4409945402217,4,2.4852522819831577,19.314891421283956,3386.991693771851,1,376542.08173734415,House,0.8
2843.041641627922,5,1.2144344062888894,29.930065331440492,4323.429220748283,2,384098.5939864478,House,0.8
897.8645056343271,3,2.4658281184656725,57.27378113255,6989.485713260856,2,152345.2679682596,House,1.0
1249.7399680679018,1,4.615770809562985,49.342268787534806,9896.225985865502,2,213987.5388333682,House,1.0
2412.028213766928,6,1.9906549036692915,56.313539006194034,4126.110095373287,0,376958.7124806947,House,0.8
2411.028760729767,3,2.694774005628067,0.6530497091130809,3578.9584218126406,1,673662.9874908279,House,1.5
2412.0381490448385,4,3.406648385809283,24.88021697364676,1621.8619724900138,2,537345.422276569,Condo,1.2
5082.185192523777,4,2.780291291965907,5.119998232828996,7743.829230490803,2,865798.9783601038,Condo,1.0
2456.712408554534,3,2.792484187942296,4.154084253447958,3319.9385565199514,2,547728.590658069,House,1.2
2908.452512144479,2,2.13759756631192,32.22064050706924,2579.8010925846047,2,930740.2501253509,Townhouse,2.0
2763.201410794562,4,2.2681220249387675,10.79581137578175,3618.3228071918006,2,566149.4317285198,House,1.0
2521.1130010446386,4,1.5399894778121719,49.682157565579,2168.573021188766,2,392767.855327594,House,1.0
1747.7846042877236,3,3.3460450088894076,0.8672353986660754,1000.0,1,704186.3370013058,House,2.0
2607.175376394614,3,1.0,32.40803891640574,3967.5397072014925,2,400848.9300919225,House,0.8
1381.7398283699426,2,3.471088338382202,2.9429746123609317,5832.709519244405,2,233303.6036918596,House,0.8
1810.545114607993,1,1.0963016152547576,3.885709637293963,3938.1301861365864,1,348991.71218954853,House,1.2
1611.7091617367173,3,3.4626072740766523,12.97693074733961,2970.425343965791,2,280222.7584273301,House,1.0
2065.499311509058,3,2.146182473787819,10.070048111198066,3000.8050336301735,2,275952.6576823323,House,0.8
3851.726853338807,6,1.2681313118669197,13.317345913180228,3249.1213140410073,0,666196.900309473,House,1.0
506.18784592660154,4,3.0792986450796365,56.27705696673437,3199.747279600553,3,124541.89543543689,Condo,1.0
2549.0081522996106,4,3.428767535075775,21.423187962381466,2891.843136335585,1,698474.3204880612,House,1.5
709.8273030482787,3,2.061921351896463,6.8585230597246465,3018.97134990923,1,181289.11791148767,Condo,1.2
1622.4545073684533,2,3.220610548678933,3.7968041182458268,6486.681606439473,3,455634.0302230924,House,1.5
2871.160477573893,6,1.0,10.89613926666295,3774.928069910582,2,497775.8872067984,Townhouse,1.0
2051.42401527637,3,1.1794037102533996,12.016502935233815,3141.870153867162,2,304304.18586155464,Townhouse,1.0
1137.804177656555,2,3.7924089304687287,18.390640077484953,4144.815056624206,1,206026.22429198297,Condo,1.0
1427.7570325920256,3,2.276330725802084,6.184998673421829,4144.964460185487,2,208570.0162292456,Condo,0.8
2543.6781991477405,5,1.0,29.17809654410197,4783.84062730405,2,549383.837180342,Condo,1.0
1415.7066946262908,5,1.8011338195580064,2.0730227823694687,2041.7127013355964,2,315541.3366793276,House,1.0
2173.16687166558,1,1.5765995274749192,16.440229101749235,2344.285742176342,2,247694.11230634738,Condo,0.8
2036.4574719230511,5,2.3340382685270753,19.538426152759705,1984.696476574469,3,314950.7752242652,House,1.0
1478.7197219153463,2,2.1292490161923525,4.634393957719793,4373.6862227265665,2,355960.0085639789,Condo,1.5
3715.1552714602603,1,2.678931728938161,34.97530429303599,4268.148848164521,2,522530.25106877193,Townhouse,0.8
2507.135217854409,4,2.430533948387425,19.112699563946116,1577.1560941001171,2,445928.79373722116,Condo,1.2
500.0,5,3.8597392550370184,20.75347938367244,3624.3089201980592,1,256644.3297125731,Townhouse,1.5
2149.163451815542,3,2.924548599719669,13.77288690167713,5920.149221731478,3,318528.05808520433,House,0.8
1470.5708281852897,3,2.957671611193586,48.06894088683325,2650.0497188587483,0,338676.41761602415,Townhouse,1.5
2681.946667836979,4,3.665157123894522,23.678670864491895,3487.661164005673,2,617542.6077547524,House,1.5
1365.9834092538395,4,2.111231249570418,9.62001561391994,4295.154695774435,2,304977.1005847533,House,1.0
1908.2108468264807,5,1.2381225566415148,5.452083358065161,1540.2821305754073,2,559632.5214459414,House,1.5
2403.989823184366,3,3.706970324632249,1.4742586154396902,3216.3230608418976,1,703404.3078887073,House,1.5
2692.6041553360974,6,2.6358417481081124,3.6151157573317034,5631.08879940852,2,391141.5242256884,Condo,0.8
1039.7628743553792,6,2.6393512078989283,98.350966449394,2215.859385413149,2,245055.52046867245,House,1.5
1732.3990113272412,2,1.8666700784697636,10.443357289245956,4519.845410973797,2,418008.3740487161,House,1.2
1620.043751071235,4,1.8831446668964227,45.790855751901034,3021.7179419105896,1,418498.81836411305,Condo,1.5
1477.3366139410305,3,3.3467223387708436,3.740315714579245,2127.595353464968,2,310069.1546433901,House,1.2
3412.3633922248773,3,3.4846557981376103,11.080260750829646,2840.5294067000486,2,604193.6212295415,House,1.0
2323.9853687687646,4,3.2838234057466584,64.63844472461354,2291.4407288452135,2,470818.46724553127,House,1.2
991.2928365319639,1,3.292961605445475,1.911113729997149,1911.8812407781777,1,268965.1569264531,House,1.2
2734.289557643821,3,3.069029537259759,18.02726820616377,2624.977526808968,0,574025.9371252069,House,1.2
3697.7249576101067,5,2.6315227300781565,50.3086122050245,3084.7107018136985,2,985101.4434747883,Condo,1.5
2825.9722084409177,2,2.3246203156790193,59.78839397857981,2743.4535041775025,2,532757.0907036946,House,1.2
784.5040272367892,3,3.7103238499415534,37.417024608421904,2610.542177105788,2,268276.45331417327,House,2.0
1612.6127417069988,5,2.1262791295095664,38.74973504410936,3337.568882620031,1,366242.26781333494,House,1.2
3013.528919349298,3,2.8699792138807467,21.121573353497066,3888.205377010991,1,753903.3296229137,House,1.5
1433.8644275049755,3,1.6959870020457535,4.980079055026766,1682.359217758314,2,320357.6183977722,House,1.0
2355.0555425169828,3,1.8407009631495495,26.23699221823933,2627.536686878815,2,331301.90858339786,House,1.0
2619.7072427434696,3,2.2638454321427735,76.68685969595309,1111.2375075921445,1,329531.6327003124,Condo,1.0
1258.4556227375338,4,1.6960616232728363,14.928154054396789,2748.7686327781844,0,249801.1797670973,House,1.0
1952.3797151505598,4,3.2978518254783005,6.040958284627241,3213.9774273163334,1,839488.2285294877,Townhouse,2.0
500.0,3,1.1519657484549706,17.041501558535995,3963.5287505624083,2,90973.6108262985,House,0.8
1180.489886932568,4,2.5992296233810728,23.46307626831413,3219.7287737888014,2,228189.31619393124,House,1.0
1797.9454788854719,3,2.632508096842181,4.6709575171048,3920.944399574334,1,268589.1261390102,House,0.8
1001.7734544281204,3,1.0,25.40149343372296,3079.777061859219,2,255535.10315509138,House,1.5
3305.9290431453082,4,2.0589761794763914,17.707126402230738,2126.5172166710513,0,473700.93139040103,House,0.8
