MedInc,age,bedrooms,bathrooms,lot_size,garage,Latitude,Longitude,price,sqft,property_type,location_score
1.9274,49.0,5.068783068783069,1.1825396825396826,863.0,2.2830687830687832,37.84,-122.28,122300.00000000001,4519.573223048992,House,0.6931389427937428
1.9615,52.0,4.882086167800454,1.090702947845805,1168.0,2.6485260770975056,37.84,-122.28,115199.99999999999,4370.2157022629,House,0.6985236585822665
1.7969,48.0,5.737313432835821,1.2208955223880598,1026.0,3.062686567164179,37.84,-122.27,110400.00000000001,5054.397514291194,House,0.6725317460077506
1.375,49.0,5.0303951367781155,1.1124620060790273,754.0,2.291793313069909,37.83,-122.27,104900.0,4488.86287744503,House,0.6059097052107381
2.7303,51.0,4.972014925373134,1.0708955223880596,1258.0,2.3470149253731343,37.83,-122.27,109700.0,4442.158708321044,House,0.8199245236326177
1.4861,49.0,4.6022727272727275,1.0681818181818181,570.0,2.159090909090909,37.83,-122.27,97200.0,4146.364949840719,House,0.6234534566507668
1.0972,48.0,4.807486631016043,1.1550802139037433,987.0,2.6390374331550803,37.83,-122.27,104500.0,4310.536072835372,House,0.5620424311329707
1.4103,52.0,3.7493796526054592,0.967741935483871,901.0,2.235732009925558,37.83,-122.28,103899.99999999999,3464.050490106905,House,0.6114839124639606
3.48,52.0,4.757281553398058,1.0679611650485437,689.0,2.2297734627831716,37.83,-122.26,191400.0,4270.372010740984,House,0.9383093162031799
2.5898,52.0,3.4942528735632186,1.0272988505747127,1377.0,1.978448275862069,37.83,-122.26,176000.0,3259.9490668731123,House,0.7977382313074689
2.0978,52.0,4.215189873417722,1.0607594936708862,946.0,2.3949367088607594,37.83,-122.26,155400.0,3836.698666756715,House,0.7200467307809695
1.2852,51.0,3.7590361445783134,1.248995983935743,517.0,2.076305220883534,37.83,-122.26,150000.0,3471.775683685188,House,0.5917294272691127
1.025,49.0,3.7724867724867726,1.0687830687830688,462.0,2.4444444444444446,37.84,-122.26,118800.0,3482.5361860119556,House,0.5506413613402608
3.9643,52.0,4.797979797979798,1.02020202020202,467.0,2.3585858585858586,37.84,-122.26,188800.0,4302.930606406375,House,1.014784913164529
3.0125,52.0,4.941780821917808,1.0650684931506849,660.0,2.26027397260274,37.83,-122.26,184400.0,4417.971425556783,House,0.8644865997476139
2.6768,52.0,4.335078534031414,1.0994764397905759,718.0,1.8795811518324608,37.83,-122.26,182300.0,3932.6095952476685,House,0.8114763624981305
2.026,50.0,3.700657894736842,1.0592105263157894,616.0,2.026315789473684,37.83,-122.26,142500.0,3425.073083812011,House,0.7087088248098258
1.7348,43.0,3.9802371541501977,1.233201581027668,558.0,2.205533596837945,37.82,-122.27,137500.0,3648.7364913426954,House,0.6627255627095887
0.9506,40.0,3.9,1.21875,423.0,2.64375,37.82,-122.26,187500.0,3584.5467680225374,House,0.5388928905289365
1.775,40.0,2.6875,1.0653409090909092,700.0,1.9886363636363635,37.82,-122.27,112500.0,2614.5467680225374,House,0.6690735267769978
0.9218,21.0,2.045662100456621,1.0342465753424657,735.0,1.678082191780822,37.82,-122.27,171900.0,2101.0764483878343,House,0.5343450953761658
1.5045,43.0,4.58968058968059,1.1203931203931203,1061.0,2.6068796068796067,37.82,-122.27,93800.0,4136.29123976701,House,0.6263589924428148
1.1108,41.0,4.473611111111111,1.1847222222222222,1959.0,2.720833333333333,37.82,-122.27,97500.0,4043.4356569114266,House,0.5641900010662235
1.2475,52.0,4.075,1.14,1162.0,2.905,37.82,-122.27,104200.0,3724.5467680225374,House,0.5857762370864927
1.6098,52.0,5.021459227467811,1.0085836909871244,701.0,3.0085836909871246,37.82,-122.28,87500.0,4481.714149996786,House,0.6429868684701325
1.4113,52.0,4.295454545454546,1.1045454545454545,576.0,2.618181818181818,37.82,-122.28,83100.0,3900.910404386174,House,0.6116418220178761
1.5057,52.0,4.77992277992278,1.111969111969112,622.0,2.4015444015444016,37.82,-122.28,87500.0,4288.484991960761,House,0.6265484839075135
0.8172,52.0,6.102459016393443,1.3729508196721312,728.0,2.9836065573770494,37.82,-122.28,85300.0,5346.513981137292,House,0.5178277560365889
1.2171,52.0,4.5625,1.1217105263157894,1074.0,3.5328947368421053,37.82,-122.28,80300.0,4114.546768022537,House,0.5809757866474571
2.5625,2.0,2.7719298245614037,0.7543859649122807,94.0,1.6491228070175439,37.82,-122.29,60000.0,2682.0906276716605,House,0.7934273004855716
3.3929,52.0,5.994652406417113,1.1283422459893049,554.0,2.962566844919786,37.83,-122.29,75700.0,5260.2686931562275,House,0.924555394057127
6.1183,49.0,5.869565217391305,1.2608695652173914,86.0,3.739130434782609,37.82,-122.29,75000.0,5160.198941935581,House,1.3549220922988376
0.9011,50.0,6.229508196721311,1.5573770491803278,377.0,3.0901639344262297,37.81,-122.29,86100.0,5448.153325399587,House,0.5310763676101119
1.191,52.0,7.69811320754717,1.490566037735849,521.0,3.2767295597484276,37.81,-122.3,76100.0,6623.037334060274,House,0.5768543472902585
2.5938,48.0,6.225563909774436,1.368421052631579,392.0,2.9473684210526314,37.81,-122.3,73500.0,5444.997895842087,House,0.7983698695231315
1.1667,52.0,5.401069518716578,1.1176470588235294,604.0,3.229946524064171,37.81,-122.3,78400.0,4785.4023829958,House,0.5730171451301083
0.8056,48.0,4.382530120481928,1.0662650602409638,788.0,2.3734939759036147,37.81,-122.3,84400.0,3970.5708644080796,House,0.5159960052111674
2.6094,52.0,6.98639455782313,1.6598639455782314,492.0,3.3469387755102042,37.8,-122.29,81300.0,6053.6624142810415,House,0.8008332585642156
1.8516,52.0,6.975609756097561,1.329268292682927,274.0,3.341463414634146,37.81,-122.3,85000.0,6045.034572900586,House,0.6811693986069365
0.9802,46.0,4.584288052373159,1.0540098199672667,1823.0,2.983633387888707,37.81,-122.29,129200.0,4131.977209921064,House,0.5435670133248398
1.7719,26.0,6.047244094488189,1.1968503937007875,392.0,3.0866141732283463,37.81,-122.29,82500.0,5302.342043613088,House,0.6685840071598593
0.7286,46.0,3.375451263537906,1.0722021660649819,582.0,2.101083032490975,37.81,-122.29,95200.0,3164.9077788528625,House,0.5038369695596624
1.75,49.0,5.552631578947368,1.3421052631578947,560.0,3.6842105263157894,37.81,-122.29,75000.0,4906.652031180432,House,0.6651257879291066
0.4999,46.0,1.7142857142857142,0.5714285714285714,18.0,2.5714285714285716,37.81,-122.29,67500.0,1835.9753394511085,House,0.4677230545791534
2.483,20.0,6.2781954887218046,1.2105263157894737,290.0,2.180451127819549,37.81,-122.29,137500.0,5487.103158999981,House,0.7808734909492776
0.9241,17.0,2.8177676537585423,1.0523917995444192,762.0,1.7357630979498861,37.81,-122.28,177500.0,2718.760891029371,House,0.5347082873501718
2.4464,36.0,5.724950884086444,1.1041257367387034,1236.0,2.4282907662082516,37.81,-122.28,102099.99999999999,5044.507475291693,House,0.7750940012759648
1.1111,19.0,5.830917874396135,1.173913043478261,721.0,3.4830917874396135,37.81,-122.28,108300.0,5129.281067539446,House,0.5642373739323983
0.8026,23.0,5.369230769230769,1.1507692307692308,1054.0,3.243076923076923,37.81,-122.29,112500.0,4759.931383407153,House,0.5155222765494204
2.0114,38.0,4.412903225806452,1.135483870967742,344.0,2.2193548387096773,37.8,-122.28,131300.0,3994.869348667699,House,0.7064033453226574
1.5,17.0,3.1972318339100347,1.0,609.0,2.1072664359861593,37.81,-122.28,162500.0,3022.3322351505653,House,0.6256483994501942
1.1667,52.0,3.75,1.0,183.0,3.267857142857143,37.81,-122.27,112500.0,3464.5467680225374,House,0.5730171451301083
1.5208,52.0,3.9080459770114944,1.1149425287356323,200.0,2.2988505747126435,37.81,-122.28,112500.0,3590.983549631733,House,0.6289329181716398
0.8075,52.0,2.490322580645161,1.0580645161290323,346.0,2.232258064516129,37.81,-122.28,137500.0,2456.8048325386662,House,0.5162960333636071
1.8088,35.0,5.609467455621302,1.0887573964497042,467.0,2.7633136094674557,37.81,-122.28,118800.0,4952.120732519579,House,0.6744108696993467
2.4083,52.0,6.721739130434782,1.2434782608695651,377.0,3.2782608695652176,37.81,-122.28,98200.0,5841.938072370363,House,0.7690776472717786
0.977,40.0,2.3157894736842106,1.186842105263158,582.0,1.5315789473684212,37.81,-122.27,118800.0,2317.1783469699058,House,0.5430617027523096
0.76,10.0,2.6515151515151514,1.0545454545454545,546.0,1.6545454545454545,37.81,-122.27,162500.0,2585.7588892346585,House,0.5087953295526138
0.9722,10.0,2.6923076923076925,1.0769230769230769,125.0,3.2051282051282053,37.8,-122.27,137500.0,2618.3929218686912,House,0.5423037368935145
1.2434,52.0,2.929411764705882,0.9176470588235294,396.0,4.658823529411765,37.8,-122.27,500000.99999999994,2808.0761797872433,House,0.5851288079154386
2.0938,16.0,2.74585635359116,1.0828729281767955,800.0,2.2099447513812156,37.8,-122.27,162500.0,2661.2318508954654,House,0.7194150925653069
0.8668,52.0,2.4431818181818183,0.9886363636363636,904.0,10.272727272727273,37.8,-122.28,137500.0,2419.092222567992,House,0.5256600699108052
0.75,52.0,2.823529411764706,0.9117647058823529,191.0,5.617647058823529,37.8,-122.28,162500.0,2723.3702974343023,House,0.5072162340134573
2.6354,27.0,3.493377483443709,1.1490066225165563,718.0,2.377483443708609,37.79,-122.27,187500.0,3259.2487547775045,House,0.8049389069660225
1.8477,39.0,3.6723768736616704,1.3340471092077089,1327.0,2.841541755888651,37.8,-122.27,179200.0,3402.448266951874,House,0.6805535513466655
2.0096,36.0,2.294016358157555,1.066293585880327,3469.0,1.493327593628928,37.8,-122.26,130000.0,2299.759854548581,House,0.7061191081256091
2.8345,31.0,3.8949152542372882,1.1279661016949152,2048.0,1.735593220338983,37.82,-122.26,183800.0,3580.478971412368,House,0.8363786991506283
2.0062,29.0,3.681318681318681,1.1758241758241759,202.0,2.21978021978022,37.81,-122.26,125000.0,3409.601713077482,House,0.705582215642296
1.2185,22.0,2.9456,1.016,2024.0,1.6192,37.82,-122.26,170000.0,2821.0267680225375,House,0.5811968600229389
2.6104,37.0,3.7071428571428573,1.1071428571428572,1838.0,1.8755102040816327,37.82,-122.26,193100.0,3430.261053736823,House,0.8009911681181312
2.4912,29.0,3.7248,1.1312,2304.0,1.8432,37.81,-122.25,257799.99999999997,3444.3867680225376,House,0.7821683492913859
3.2177,28.0,3.8784235136940546,1.070808283233133,2563.0,1.7120908483633934,37.81,-122.25,273400.0,3567.285578977781,House,0.8968896402111051
3.125,39.0,3.745614035087719,1.0614035087719298,389.0,1.706140350877193,37.81,-122.25,237500.0,3461.037996092713,House,0.8822514245631244
2.5795,52.0,3.5154975530179446,1.1435562805872757,895.0,1.4600326264274062,37.81,-122.25,350000.0,3276.944810436893,House,0.7961117629021377
2.8406,34.0,3.281721632196758,1.0698714365567357,2689.0,1.5030743432084963,37.81,-122.26,335700.0,3089.924073779944,House,0.8373419474295137
4.9306,52.0,6.184426229508197,0.9221311475409836,674.0,2.762295081967213,37.82,-122.24,313400.0,5412.087751629095,House,1.1673729151132208
3.2727,52.0,4.442982456140351,1.0570175438596492,709.0,1.5548245614035088,37.81,-122.24,268500.0,4018.9327329348184,House,0.9055746656764658
3.1691,52.0,4.165876777251185,1.0900473933649288,686.0,1.6255924170616114,37.81,-122.25,259400.0,3797.2481898234855,House,0.8892152358908045
3.9,52.0,4.848189415041783,1.0459610027855153,1444.0,2.011142061281337,37.82,-122.24,275700.0,4343.098300055964,House,1.0046313288477526
3.9063,28.0,4.160847880299252,1.0660847880299251,1520.0,1.8952618453865338,37.82,-122.25,225000.0,3793.2250722619387,House,1.0056261590374214
5.0917,52.0,5.628458498023716,1.1422924901185771,550.0,2.1739130434782608,37.82,-122.25,262500.0,4967.31356644151,House,1.192812144249032
2.6429,32.0,3.7270058708414875,1.0743639921722115,1806.0,1.7671232876712328,37.82,-122.25,218500.0,3446.1514646957276,House,0.8061232286203899
3.0233,26.0,3.2530813475760065,0.9827444535743632,1749.0,1.4371405094494658,37.82,-122.25,254999.99999999997,3067.011846083343,House,0.8661920229299029
3.1484,52.0,4.578034682080925,1.0770712909441233,939.0,1.8092485549132948,37.83,-122.25,224100.0,4126.974513687277,House,0.8859465081247506
3.4722,35.0,3.822274881516588,1.014218009478673,675.0,1.599526066350711,37.83,-122.25,243100.0,3522.366673235808,House,0.9370776216826379
3.1429,52.0,4.3951890034364265,0.9862542955326461,534.0,1.8350515463917525,37.83,-122.25,231599.99999999997,3980.6979707716787,House,0.8850780055782146
2.4234,28.0,3.0234798314268514,1.053582179409994,2558.0,1.5400361228175798,37.83,-122.25,218500.0,2883.3306331640188,House,0.7714620815359049
3.0897,52.0,4.040501446480231,1.0655737704918034,1786.0,1.7222757955641272,37.83,-122.25,234100.00000000003,3696.9479252067226,House,0.876677217309902
5.8596,50.0,6.742627345844504,1.0697050938337802,970.0,2.6005361930294906,37.84,-122.23,327600.0,5858.648644698141,House,1.3140708907008594
5.2868,47.0,6.546391752577319,0.9360824742268041,1098.0,2.263917525773196,37.84,-122.23,347600.0,5701.660170084393,House,1.2236202982179754
5.956,41.0,6.851063829787234,1.0797872340425532,794.0,2.1117021276595747,37.83,-122.24,366100.0,5945.397831852325,House,1.329293371698328
4.9643,37.0,7.1063829787234045,1.148936170212766,98.0,2.0851063829787235,37.85,-122.24,335000.0,6149.653151001261,House,1.1726944670801782
6.3434,52.0,6.947890818858561,1.0198511166253101,1061.0,2.632754342431762,37.85,-122.23,373600.0,6022.859423109386,House,1.3904675328852503
5.1773,52.0,6.358558558558559,1.0342342342342343,1177.0,2.120720720720721,37.84,-122.24,389500.0,5551.393614869385,House,1.2063292020642116
7.2354,52.0,7.11716621253406,0.9945504087193461,901.0,2.455040871934605,37.85,-122.24,391100.0,6158.279738049785,House,1.5313228549780096
5.457,28.0,5.5303347280334725,1.096234309623431,2031.0,2.1244769874476988,37.85,-122.22,337300.0,4888.814550449315,House,1.2504965042944187
7.5,50.0,6.127348643006263,0.9874739039665971,1031.0,2.152400835073069,37.84,-122.22,295200.0,5366.425682427548,House,1.5731057229440903
6.0194,44.0,5.735343383584589,1.0,1358.0,2.274706867671692,37.84,-122.21,292300.0,5052.821474890209,House,1.33930483741658
7.5544,40.0,7.631498470948012,1.0305810397553516,1616.0,2.470948012232416,37.83,-122.21,411500.0,6569.745544780947,House,1.5816960026771016
6.0666,30.0,6.446064139941691,1.0087463556851313,844.0,2.4606413994169096,37.84,-122.2,311500.0,5621.39807997589,House,1.3467581683613985
7.0548,34.0,6.125,0.9879032258064516,1140.0,2.2983870967741935,37.84,-122.21,325900.0,5364.546768022537,House,1.5028043895408434
11.6017,18.0,8.335051546391753,1.0824742268041236,533.0,2.747422680412371,37.84,-122.19,392600.0,7132.58800513594,House,2.220803340239909
7.4882,35.0,6.467268623024831,1.0383747178329572,1072.0,2.419864559819413,37.84,-122.2,319300.0,5638.361666442402,House,1.5712423902078858
6.8976,34.0,6.6122715404699735,1.0287206266318538,1627.0,2.1240208877284594,37.83,-122.21,333300.0,5754.3640003985165,House,1.4779810076653033
8.2049,28.0,6.978947368421053,0.968421052631579,463.0,2.4368421052631577,37.83,-122.19,335200.0,6047.704662759379,House,1.6844161674992315
8.401,26.0,7.530805687203792,1.0568720379146919,542.0,2.5687203791469195,37.83,-122.2,351200.0,6489.19131778557,House,1.7153822310220903
6.8538,29.0,6.657992565055762,1.0074349442379182,661.0,2.45724907063197,37.83,-122.19,368900.0,5790.940820067147,House,1.4710645692037976
8.317,32.0,6.977186311787072,1.0038022813688212,635.0,2.414448669201521,37.82,-122.19,365900.0,6046.2958174521955,House,1.702117828493176
7.0175,37.0,6.982954545454546,1.0284090909090908,420.0,2.3863636363636362,37.82,-122.2,366700.0,6050.910404386174,House,1.4969143631797897
6.3302,39.0,7.54,1.068,1265.0,2.53,37.82,-122.2,362800.0,6496.546768022537,House,1.3883831267735638
6.3624,30.0,5.615384615384615,0.7307692307692307,126.0,2.423076923076923,37.81,-122.18,483300.0,4956.85446033023,House,1.3934678144096477
7.0549,52.0,6.785714285714286,0.9514285714285714,813.0,2.322857142857143,37.82,-122.21,331400.0,5893.118196593966,House,1.502820180496235
6.7851,45.0,6.957746478873239,1.0234741784037558,1067.0,2.504694835680751,37.81,-122.2,323500.0,6030.743951121129,House,1.4602161828497926
2.8929,50.0,5.132246376811594,1.0960144927536233,1260.0,2.282608695652174,37.8,-122.21,216699.99999999997,4570.3438694718125,House,0.8456006170993022
3.0812,38.0,4.628336755646817,1.0985626283367556,951.0,1.9527720739219712,37.8,-122.21,233100.0,4167.216172539991,House,0.875334986101619
5.2402,52.0,6.200892857142857,0.9464285714285714,510.0,2.2767857142857144,37.81,-122.21,296400.0,5425.261053736823,House,1.216261713005506
6.5217,52.0,6.39935064935065,1.0876623376623376,765.0,2.4837662337662336,37.81,-122.22,273700.0,5584.027287503057,House,1.4186228063484108
3.2632,52.0,4.745652173913044,1.0108695652173914,1129.0,2.4543478260869565,37.8,-122.22,227700.0,4261.068507152972,House,0.9040745249142672
3.0298,52.0,5.183673469387755,1.0521541950113378,1073.0,2.433106575963719,37.8,-122.22,199600.0,4611.485543532742,House,0.8672184350303546
4.5428,52.0,5.283495145631068,1.050485436893204,1185.0,2.3009708737864076,37.8,-122.22,239800.0,4691.342884527392,House,1.106135590104732
4.072,52.0,5.952941176470588,0.9970588235294118,756.0,2.223529411764706,37.81,-122.22,270100.0,5226.899709199008,House,1.0317917721212444
5.3509,52.0,5.65067178502879,1.0287907869481765,1034.0,1.9846449136276392,37.81,-122.22,302100.0,4985.08419604557,House,1.2337423006239683
3.1603,52.0,4.429193899782135,1.0588235294117647,787.0,1.7145969498910676,37.8,-122.23,269500.0,4007.901887848245,House,0.8878256318163469
4.7708,52.0,6.727699530516432,1.0751173708920188,612.0,2.8732394366197185,37.81,-122.23,314700.0,5846.706392435683,House,1.1421389683975003
8.1564,52.0,7.7026315789473685,1.0578947368421052,1021.0,2.6868421052631577,37.81,-122.22,390100.0,6626.6520311804325,House,1.6767575541343227
8.8793,52.0,8.972868217054264,1.1317829457364341,861.0,3.3372093023255816,37.81,-122.23,410300.0,7642.841341665949,House,1.7909103706599456
6.8591,52.0,7.599388379204893,0.9571865443425076,953.0,2.914373088685015,37.81,-122.24,352400.0,6544.057471386452,House,1.4719014898395506
6.0302,52.0,5.8203125,0.9296875,634.0,2.4765625,37.81,-122.24,287300.0,5120.796768022537,House,1.341010260598869
7.508,52.0,7.994318181818182,1.0369318181818181,878.0,2.4943181818181817,37.81,-122.23,348700.0,6860.0013134770825,House,1.5743689993754155
2.7477,52.0,4.333333333333333,1.1387163561076605,918.0,1.9006211180124224,37.81,-122.24,243800.00000000003,3931.213434689204,House,0.8226721498707499
2.1944,52.0,5.074285714285714,0.96,360.0,2.057142857142857,37.8,-122.24,211500.00000000003,4523.975339451108,House,0.7353007936892212
3.0149,52.0,4.276639344262295,1.0450819672131149,1197.0,2.4528688524590163,37.8,-122.25,218400.00000000003,3885.858243432374,House,0.8648655826770114
3.675,52.0,4.851351351351352,0.9691119691119691,1048.0,2.023166023166023,37.81,-122.24,269900.0,4345.627849103618,House,0.9691016792167315
3.225,46.0,4.326639892904953,1.1178045515394912,1373.0,1.8380187416331994,37.81,-122.25,218800.00000000003,3925.8586823465,House,0.8980423799546894
2.9345,42.0,4.059113300492611,1.0492610837438423,1715.0,1.6896551724137931,37.8,-122.25,225000.0,3711.837408416626,House,0.8521696545421933
2.1429,43.0,3.2742382271468142,1.0969529085872576,1359.0,1.8822714681440442,37.8,-122.25,250000.0,3083.937349739989,House,0.7271684516625652
1.6121,41.0,3.5617433414043584,1.1355932203389831,1062.0,2.5714285714285716,37.8,-122.25,171400.0,3313.9414411460243,House,0.6433500604441386
1.3929,29.0,3.1927554980595083,1.1177231565329884,1335.0,1.7270375161707632,37.8,-122.25,193800.0,3018.751166470144,House,0.6087362862258282
2.3173,27.0,3.804195804195804,1.1468531468531469,1171.0,2.7296037296037294,37.79,-122.24,125000.0,3507.903411379181,House,0.7547078778654545
1.7772,45.0,3.882608695652174,1.1434782608695653,1475.0,3.2065217391304346,37.79,-122.25,97500.0,3570.6337245442764,House,0.6694209277956122
2.6458,50.0,3.2091836734693877,0.9591836734693877,742.0,3.7857142857142856,37.79,-122.25,125000.0,3031.893706798048,House,0.8065811663267453
2.181,52.0,3.6887052341597797,1.0771349862258952,1086.0,2.9917355371900825,37.79,-122.25,138800.0,3415.510955350361,House,0.7331848056667515
2.2303,36.0,3.0902394106813995,1.1160220994475138,1645.0,3.029465930018416,37.8,-122.25,116700.0,2936.738296567657,House,0.7409697466747931
1.6504,43.0,3.639751552795031,1.0046583850931676,1710.0,2.6552795031055902,37.8,-122.25,151800.0,3376.348010258562,House,0.649397996359108
2.2697,52.0,4.368421052631579,1.0,731.0,3.206140350877193,37.8,-122.24,127000.0,3959.2836101278003,House,0.7471913830990695
2.1563,52.0,4.585014409221902,1.07492795389049,1118.0,3.2219020172910664,37.8,-122.24,128600.0,4132.558295400058,House,0.7292844396850349
2.1348,52.0,4.7343283582089555,1.1880597014925374,1006.0,3.002985074626866,37.8,-122.24,140600.0,4252.009454589702,House,0.7258893842758485
2.6292,47.0,3.693140794223827,1.0613718411552346,1213.0,2.1895306859205776,37.8,-122.24,182700.0,3419.059403401599,House,0.8039598677317454
2.3833,52.0,4.638132295719845,1.1245136186770428,772.0,3.0038910505836576,37.8,-122.23,146900.0,4175.052604598413,House,0.7651299084238874
2.957,52.0,4.496259351620948,1.0473815461346634,1321.0,3.29426433915212,37.8,-122.24,122800.0,4061.5542493192956,House,0.8557226195052954
2.5238,49.0,4.192023633677991,1.106351550960118,1487.0,2.1964549483013296,37.8,-122.24,169300.0,3818.16567496493,House,0.7873162007490361
1.9375,52.0,4.209677419354839,0.989247311827957,488.0,2.6236559139784945,37.8,-122.23,126600.0,3832.2887035064086,House,0.6947338292882909
1.9028,51.0,4.0561224489795915,1.0561224489795917,949.0,2.420918367346939,37.8,-122.23,127899.99999999999,3709.4447272062107,House,0.6892543677674179
2.25,50.0,4.20722891566265,1.1566265060240963,1149.0,2.7686746987951807,37.8,-122.23,123500.00000000001,3830.329900552658,House,0.7440805648869313
2.3929,52.0,4.4714285714285715,1.0678571428571428,844.0,3.0142857142857142,37.8,-122.23,111900.0,4041.689625165395,House,0.7666458401414775
2.1917,43.0,4.844029244516653,1.091795288383428,4367.0,3.5475223395613322,37.79,-122.23,112799.99999999999,4339.77016363586,House,0.7348744378936489
2.9357,52.0,4.327669902912621,0.9587378640776699,1659.0,4.026699029126213,37.79,-122.23,107900.0,3926.6826903526344,House,0.852359146006892
1.8854,30.0,3.7984790874524714,1.0038022813688212,1011.0,3.844106463878327,37.79,-122.23,137500.0,3503.3300379845145,House,0.6865067415292856
2.1638,39.0,3.776349614395887,1.1079691516709511,1464.0,3.763496143958869,37.79,-122.24,105500.0,3485.6264595392468,House,0.7304687613394023
2.125,47.0,4.528052805280528,1.3036303630363035,1237.0,4.082508250825082,37.79,-122.24,95500.0,4086.98901224696,House,0.7243418706474751
3.375,52.0,4.011904761904762,1.0714285714285714,647.0,3.8511904761904763,37.79,-122.24,116100.0,3674.070577546347,House,0.9217288130420368
2.2542,43.0,4.554621848739496,1.0532212885154062,1284.0,3.596638655462185,37.79,-122.24,112200.00000000001,4108.244247014134,House,0.744743785013377
2.1,51.0,3.1818181818181817,0.7818181818181819,228.0,4.1454545454545455,37.79,-122.25,75000.0,3010.001313477083,House,0.7203941317995839
